"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"201","chr8",139617937,139617938,2,"*","cg24020826",139600838,139704109,103272,"-","ENSG00000169427","KCNK9",139618854,139619089,"N_Shore"
"202","chr1",35642611,35642612,2,"*","cg24109894",35599541,35641526,41986,"-","ENSG00000126067","PSMB2",35641369,35641660,"S_Shore"
"203","chr3",187669022,187669023,2,"*","cg24119990",187668912,187670394,1483,"-","ENSG00000157005","SST",187670127,187670388,"N_Shore"
"204","chr6",13372341,13372342,2,"*","cg24320816",13357830,13487662,129833,"-","ENSG00000145990","GFOD1",13364768,13365717,"."
"205","chr3",44761799,44761800,2,"*","cg24888989",44737661,44761619,23959,"-","ENSG00000163807","KIAA1143",44761361,44762126,"Island"
"206","chr3",44761799,44761800,2,"*","cg24888989",44761721,44873376,111656,"+","ENSG00000163808","KIF15",44761361,44762126,"Island"
"207","chr17",35998339,35998340,2,"*","cg24929264",35983656,36001621,17966,"-","ENSG00000275688","CCL15-CCL14",35930643,35930844,"."
"208","chr17",35998339,35998340,2,"*","cg24929264",35996440,36001553,5114,"-","ENSG00000275718","CCL15",35930643,35930844,"."
"209","chr1",21897348,21897349,2,"*","cg25138553",21822244,21937310,115067,"-","ENSG00000142798","HSPG2",21887410,21887626,"."
"210","chr2",176116694,176116695,2,"*","cg25371634",176108790,176119937,11148,"+","ENSG00000128710","HOXD10",176116038,176116695,"Island"
"211","chr5",55307439,55307440,2,"*","cg25577272",55256055,55307694,51640,"-","ENSG00000067248","DHX29",55307382,55308076,"Island"
"212","chr5",55307439,55307440,2,"*","cg25577272",55307989,55425579,117591,"+","ENSG00000039123","MTREX",55307382,55308076,"Island"
"213","chr3",140507122,140507123,2,"*","cg25671428",139935185,140577397,642213,"+","ENSG00000158258","CLSTN2",140682618,140683144,"."
"214","chr3",140507122,140507123,2,"*","cg25671428",140505611,140508789,3179,"-","ENSG00000250433","CLSTN2-AS1",140682618,140683144,"."
"215","chr7",4973905,4973906,2,"*","cg26660541",4973988,5040675,66688,"+","ENSG00000196204","RNF216P1",4973878,4974805,"Island"
"216","chr3",147390725,147390726,2,"*","cg26790247",147386046,147406809,20764,"-","ENSG00000174963","ZIC4",147390725,147393916,"Island"
"217","chr3",107430549,107430550,2,"*","cg27199976",107430892,107463912,33021,"+","ENSG00000273125","LINC01990",107430974,107432063,"N_Shore"
"218","chr10",50840610,50840611,2,"*","cg27394794",50799409,50885675,86267,"-","ENSG00000148584","A1CF",50739633,50740261,"."
"219","chr8",40901428,40901429,2,"*","cg27487959",40900016,40901854,1839,"-","ENSG00000254383","AC048387.1",40897646,40897885,"S_Shelf"
