"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"201","chr1",52056544,52056545,2,"*","cg26010095",52056199,52090716,34518,"+","ENSG00000134717","BTF3L4",52056109,52056624,"Island"
"202","chr2",21044462,21044463,2,"*","cg26112457",21001429,21044073,42645,"-","ENSG00000084674","APOB",21043798,21044089,"S_Shore"
"203","chr12",48865931,48865932,2,"*","cg26123920",48857145,48865870,8726,"-","ENSG00000172602","RND1",48851874,48852390,"."
"204","chr4",3520459,3520460,2,"*","cg26214948",3503612,3532446,28835,"-","ENSG00000163956","LRPAP1",3522523,3522735,"N_Shelf"
"205","chr12",39442346,39442347,2,"*","cg26405695",39293228,39443390,150163,"-","ENSG00000139116","KIF21A",39442410,39443697,"N_Shore"
"206","chr16",3022206,3022207,2,"*","cg26808293",3018445,3022383,3939,"+","ENSG00000006327","TNFRSF12A",3020095,3021304,"S_Shore"
"207","chr11",68413750,68413751,2,"*","cg26915558",68312591,68449275,136685,"+","ENSG00000162337","LRP5",68413619,68413821,"Island"
"208","chr12",57111205,57111206,2,"*","cg27320213",57095408,57132139,36732,"-","ENSG00000166888","STAT6",57127742,57128376,"."
"209","chr7",100436831,100436832,2,"*","cg27321079",100436204,100438504,2301,"+","ENSG00000240211","PPP1R35-AS1",100435640,100436630,"S_Shore"
"210","chr7",100436831,100436832,2,"*","cg27321079",100435282,100436497,1216,"-","ENSG00000160813","PPP1R35",100435640,100436630,"S_Shore"
"211","chr16",515493,515494,2,"*","cg27444899",425649,523011,97363,"+","ENSG00000090565","RAB11FIP3",515421,515781,"Island"
"212","chr10",102114738,102114739,2,"*","cg27579745",102106489,102120368,13880,"-","ENSG00000198728","LDB1",102119877,102120360,"."
"213","chr15",42436873,42436873,1,"*","ch.15.465126R",42412823,42491141,78319,"-","ENSG00000103994","ZNF106",42490762,42491086,"."
