"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"201","chr12",3200098,3200099,2,"*","cg16924822",3077355,3286564,209210,"+","ENSG00000011105","TSPAN9",3199647,3201104,"Island"
"202","chr6",28259290,28259291,2,"*","cg17384889",28259297,28260958,1662,"+","ENSG00000189134","NKAPL",28259202,28259705,"Island"
"203","chr2",72826097,72826098,2,"*","cg17560967",72175984,72826041,650058,"-","ENSG00000144036","EXOC6B",72825509,72826098,"Island"
"204","chr19",53978213,53978214,2,"*","cg17780246",53963040,53990215,27176,"+","ENSG00000142408","CACNG8",53978159,53978701,"Island"
"205","chr1",210234243,210234244,2,"*","cg18265162",210232796,210246631,13836,"+","ENSG00000082497","SERTAD4",210234057,210234292,"Island"
"206","chr1",210234243,210234244,2,"*","cg18265162",210231456,210234047,2592,"-","ENSG00000203706","SERTAD4-AS1",210234057,210234292,"Island"
"207","chr1",8712925,8712926,2,"*","cg18269493",8352397,8848921,496525,"-","ENSG00000142599","RERE",8702947,8703521,"."
"208","chr3",51542906,51542907,2,"*","cg18422423",51541144,51668667,127524,"+","ENSG00000164080","RAD54L2",51538580,51539257,"S_Shelf"
"209","chr4",1311048,1311049,2,"*","cg18515868",1289887,1340147,50261,"+","ENSG00000090316","MAEA",1310981,1311326,"Island"
"210","chr3",169769677,169769678,2,"*","cg18664508",169766921,169769561,2641,"-","ENSG00000184378","ACTRT3",169769358,169769734,"Island"
"211","chr3",169769677,169769678,2,"*","cg18664508",169769649,169772043,2395,"+","ENSG00000269889","AC078802.1",169769358,169769734,"Island"
"212","chr3",38895813,38895814,2,"*","cg18781372",38845764,39052157,206394,"-","ENSG00000168356","SCN11A",39051979,39052534,"."
"213","chr19",58204310,58204311,2,"*","cg19416570",58183029,58213562,30534,"+","ENSG00000171606","ZNF274",58203854,58204666,"Island"
"214","chr17",17784307,17784308,2,"*","cg19439123",17681458,17811453,129996,"+","ENSG00000108557","RAI1",17781703,17783926,"S_Shore"
"215","chr8",71558747,71558748,2,"*","cg20386316",71197433,71592025,394593,"-","ENSG00000104313","EYA1",71556326,71557326,"S_Shore"
"216","chr7",4247539,4247540,2,"*","cg20648979",3301252,4269000,967749,"+","ENSG00000146555","SDK1",4263448,4265430,"."
"217","chr1",227561018,227561019,2,"*","cg20699586",227561181,227561300,120,"+","ENSG00000202264","RNA5SP77",227560723,227561159,"Island"
"218","chr14",75522013,75522014,2,"*","cg21048162",75522455,75546993,24539,"+","ENSG00000156127","BATF",75546488,75546861,"."
"219","chr3",142888957,142888958,2,"*","cg21129615",142815922,142889206,73285,"-","ENSG00000163710","PCOLCE2",142888354,142889387,"Island"
"220","chr5",14487894,14487895,2,"*","cg21151287",14143342,14532128,388787,"+","ENSG00000038382","TRIO",14487734,14488427,"Island"
"221","chr10",94403052,94403053,2,"*","cg21383151",94402541,94536332,133792,"+","ENSG00000108239","TBC1D12",94402267,94403570,"Island"
"222","chr9",34653583,34653584,2,"*","cg21504624",34646645,34657113,10469,"+","ENSG00000258728","AL162231.3",34646590,34647006,"."
"223","chr9",34653583,34653584,2,"*","cg21504624",34650702,34661902,11201,"+","ENSG00000137070","IL11RA",34646590,34647006,"."
"224","chr6",44730997,44730998,2,"*","cg21572599",44727921,44830188,102268,"+","ENSG00000286417","AL133334.1",44727458,44727666,"S_Shelf"
"225","chr3",15645764,15645765,2,"*","cg21634628",15601341,15722311,120971,"+","ENSG00000169814","BTD",15601264,15602074,"."
"226","chr8",42015573,42015574,2,"*","cg21706771",41929479,42051994,122516,"-","ENSG00000083168","KAT6A",42050856,42052621,"."
"227","chr6",38212271,38212272,2,"*","cg21768395",38168451,38640148,471698,"-","ENSG00000183826","BTBD9",37818932,37819774,"."
"228","chr8",1439635,1439636,2,"*","cg21776682",737628,1708476,970849,"+","ENSG00000198010","DLGAP2",1437040,1437274,"S_Shelf"
"229","chr7",1990666,1990667,2,"*","cg21782813",1815793,2233243,417451,"-","ENSG00000002822","MAD1L1",1989482,1989691,"S_Shore"
"230","chr7",1990666,1990667,2,"*","cg21782813",1815804,2242215,426412,"-","ENSG00000286192","AC069288.1",1989482,1989691,"S_Shore"
"231","chr7",64207216,64207217,2,"*","cg21811549",64207090,64220508,13419,"+","ENSG00000223614","ZNF735",64192253,64192584,"."
"232","chr5",141431238,141431239,2,"*","cg22151446",141330571,141512981,182411,"+","ENSG00000204956","PCDHGA1",141430928,141433050,"Island"
"233","chr5",141431238,141431239,2,"*","cg22151446",141338760,141512975,174216,"+","ENSG00000081853","PCDHGA2",141430928,141433050,"Island"
"234","chr5",141431238,141431239,2,"*","cg22151446",141343829,141512975,169147,"+","ENSG00000254245","PCDHGA3",141430928,141433050,"Island"
"235","chr5",141431238,141431239,2,"*","cg22151446",141350102,141512979,162878,"+","ENSG00000254221","PCDHGB1",141430928,141433050,"Island"
"236","chr5",141431238,141431239,2,"*","cg22151446",141355021,141512975,157955,"+","ENSG00000262576","PCDHGA4",141430928,141433050,"Island"
"237","chr5",141431238,141431239,2,"*","cg22151446",141360042,141512979,152938,"+","ENSG00000253910","PCDHGB2",141430928,141433050,"Island"
"238","chr5",141431238,141431239,2,"*","cg22151446",141364232,141512979,148748,"+","ENSG00000253485","PCDHGA5",141430928,141433050,"Island"
"239","chr5",141431238,141431239,2,"*","cg22151446",141370242,141512975,142734,"+","ENSG00000262209","PCDHGB3",141430928,141433050,"Island"
"240","chr5",141431238,141431239,2,"*","cg22151446",141373891,141512975,139085,"+","ENSG00000253731","PCDHGA6",141430928,141433050,"Island"
"241","chr5",141431238,141431239,2,"*","cg22151446",141382739,141512975,130237,"+","ENSG00000253537","PCDHGA7",141430928,141433050,"Island"
"242","chr5",141431238,141431239,2,"*","cg22151446",141387698,141512975,125278,"+","ENSG00000253953","PCDHGB4",141430928,141433050,"Island"
"243","chr5",141431238,141431239,2,"*","cg22151446",141390157,141512979,122823,"+","ENSG00000253767","PCDHGA8",141430928,141433050,"Island"
"244","chr5",141431238,141431239,2,"*","cg22151446",141397987,141512979,114993,"+","ENSG00000276547","PCDHGB5",141430928,141433050,"Island"
"245","chr5",141431238,141431239,2,"*","cg22151446",141402932,141512979,110048,"+","ENSG00000261934","PCDHGA9",141430928,141433050,"Island"
"246","chr5",141431238,141431239,2,"*","cg22151446",141408021,141512979,104959,"+","ENSG00000253305","PCDHGB6",141430928,141433050,"Island"
"247","chr5",141431238,141431239,2,"*","cg22151446",141412987,141512979,99993,"+","ENSG00000253846","PCDHGA10",141430928,141433050,"Island"
"248","chr5",141431238,141431239,2,"*","cg22151446",141417645,141512975,95331,"+","ENSG00000254122","PCDHGB7",141430928,141433050,"Island"
"249","chr5",141431238,141431239,2,"*","cg22151446",141421047,141512975,91929,"+","ENSG00000253873","PCDHGA11",141430928,141433050,"Island"
"250","chr5",141431238,141431239,2,"*","cg22151446",141430507,141512975,82469,"+","ENSG00000253159","PCDHGA12",141430928,141433050,"Island"
"251","chr2",19073835,19073836,2,"*","cg22169874",18986451,19348067,361617,"-","ENSG00000236204","LINC01376",19347722,19348531,"."
"252","chr7",157630473,157630474,2,"*","cg22588445",157539056,158587823,1048768,"-","ENSG00000155093","PTPRN2",157621210,157621454,"."
"253","chr7",28356545,28356546,2,"*","cg23097035",28299321,28825894,526574,"+","ENSG00000146592","CREB5",28409098,28409953,"."
"254","chr14",38255740,38255741,2,"*","cg23288059",38254000,38256093,2094,"-","ENSG00000176435","CLEC14A",38255050,38256332,"Island"
"255","chr14",38255740,38255741,2,"*","cg23288059",38256202,38371338,115137,"+","ENSG00000259072","AL355835.1",38255050,38256332,"Island"
"256","chr10",10953097,10953098,2,"*","cg23610154",10798397,11336675,538279,"+","ENSG00000048740","CELF2",11017480,11018794,"."
"257","chr10",10953097,10953098,2,"*","cg23610154",10917866,10952234,34369,"-","ENSG00000229240","LINC00710",11017480,11018794,"."
"258","chr7",82049754,82049755,2,"*","cg24426822",81946444,82443777,497334,"-","ENSG00000153956","CACNA2D1",82442706,82444204,"."
"259","chr19",13135394,13135395,2,"*","cg24446823",13116862,13141147,24286,"+","ENSG00000160877","NACC1",13138184,13138424,"N_Shelf"
"260","chr1",186295552,186295553,2,"*","cg24505619",186296279,186314567,18289,"+","ENSG00000116690","PRG4",186374993,186375716,"."
"261","chr1",74714684,74714685,2,"*","cg24580724",74705482,74733408,27927,"-","ENSG00000116791","CRYZ",75125133,75125669,"."
"262","chr7",157558926,157558927,2,"*","cg24701780",157539056,158587823,1048768,"-","ENSG00000155093","PTPRN2",157560302,157560538,"N_Shore"
"263","chr2",215312362,215312363,2,"*","cg24933605",215178791,215310947,132157,"-","ENSG00000286836","AC092844.1",215311827,215312409,"Island"
"264","chr2",215312362,215312363,2,"*","cg24933605",215311956,215349773,37818,"+","ENSG00000138363","ATIC",215311827,215312409,"Island"
"265","chr14",56812397,56812398,2,"*","cg25092838",56799905,56816693,16789,"-","ENSG00000165588","OTX2",56811992,56812398,"Island"
"266","chr14",56812397,56812398,2,"*","cg25092838",56813183,57152177,338995,"+","ENSG00000248550","OTX2-AS1",56811992,56812398,"Island"
"267","chr6",152334884,152334885,2,"*","cg25591106",152121684,152637801,516118,"-","ENSG00000131018","SYNE1",152302145,152302345,"."
"268","chr1",118988470,118988471,2,"*","cg25755283",118883046,118989556,106511,"-","ENSG00000092607","TBX15",118987197,118988089,"S_Shore"
"269","chr11",32429146,32429147,2,"*","cg25782229",32387775,32435564,47790,"-","ENSG00000184937","WT1",32427821,32428093,"S_Shore"
"270","chr12",113475890,113475891,2,"*","cg26469608",113472003,113480624,8622,"+","ENSG00000257935","LHX5-AS1",113475811,113476852,"Island"
"271","chr6",89375831,89375832,2,"*","cg26684776",89364616,89412273,47658,"-","ENSG00000025039","RRAGD",89352322,89353167,"."
"272","chr15",74203043,74203044,2,"*","cg26774156",74179466,74212267,32802,"-","ENSG00000137868","STRA6",74175273,74175551,"."
"273","chr15",74203043,74203044,2,"*","cg26774156",74202705,74336472,133768,"+","ENSG00000140481","CCDC33",74175273,74175551,"."
"274","chr5",132672833,132672834,2,"*","cg26787239",132673986,132682678,8693,"+","ENSG00000113520","IL4",132655863,132656612,"."
"275","chr5",59830692,59830693,2,"*","cg27583655",58969038,60522120,1553083,"-","ENSG00000113448","PDE4D",59893220,59893681,"."
"276","chr12",131714994,131714995,2,"*","cg27612847",131711081,131799738,88658,"+","ENSG00000061936","SFSWAP",131710490,131711909,"S_Shelf"
