"train_1year" "train_5year" "test_1year" "test_5year"
"ESCA_Genes_25" 0.821923491951632 NA 0.41352063213345 0.914548298787642
"ESCA_Covars_25" 0.60315243883288 NA 0.209833187006146 0.5
"ESCA_Genes and covars_28" 0.633696830339068 0.879200393529063 0.859809523809524 NA
"ESCA_Genes_28" 0.597101124893521 0.952820882370472 0.859809523809524 NA
"ESCA_Covars_28" 0.413216456601274 0.923300303815345 0.592888888888889 NA
"HNSC_Genes and covars_1" 0.78936325103809 0.84600441930508 0.752850476197267 0.81197322989145
"HNSC_Genes_1" 0.796060740731244 0.864346375081532 0.711357585233824 0.695370852558535
"HNSC_Covars_1" 0.594054055411597 0.553526102338118 0.655892201220911 0.688060885306046
"HNSC_Genes and covars_2" 0.796031843212681 0.87704350275365 0.618578622595409 0.506315820076121
"HNSC_Genes_2" 0.799020528545105 0.881811532099262 0.576767149743062 0.49428533090894
"HNSC_Covars_2" 0.618225164193428 0.557282727939368 0.619245381935347 0.507379008109147
"HNSC_Genes and covars_3" 0.78565915511407 0.880149345336991 0.626269282828341 0.649386095194026
"HNSC_Genes_3" 0.778675853969889 0.890764445048331 0.646285551331636 0.596693142065004
"HNSC_Covars_3" 0.616082426462337 0.58558694840997 0.645906939972945 0.496565491304473
"HNSC_Genes and covars_4" 0.793856347052004 0.853286989616366 0.587625134104334 0.738222858636953
"HNSC_Genes_4" 0.795475530209003 0.865927957262699 0.547522125837315 0.725532698724344
"HNSC_Covars_4" 0.649390910941631 0.578569697273146 0.562875385641697 0.466860201107421
"HNSC_Genes and covars_5" 0.745374570118218 0.830833452666362 0.664242338962703 0.693373909101083
"HNSC_Genes_5" 0.714080881793475 0.853898048996812 0.660104498457649 0.668784862675885
"HNSC_Covars_5" 0.636486875730945 0.529485305538583 0.561929684124917 0.77232305724107
"HNSC_Genes and covars_6" 0.785922511805462 0.838481888116522 0.674619398635566 0.610665771345678
"HNSC_Genes_6" 0.785429572322949 0.845516817163435 0.624340064895567 0.528672259000182
"HNSC_Covars_6" 0.615856827786133 0.516983660961436 0.647988693608784 0.629289311439459
"HNSC_Genes and covars_7" 0.821187274100108 0.783575105809549 0.665397151529678 0.759450685304444
"HNSC_Genes_7" 0.81491252075416 0.800799734779967 0.63303449253777 0.687951359444853
"HNSC_Covars_7" 0.629945377532958 0.549474463471175 0.581770140770839 0.565013875299304
"HNSC_Genes and covars_8" 0.824872931114303 0.865952944076971 0.597675918804153 0.612381332753811
"HNSC_Genes_8" 0.829375760803726 0.870238868701538 0.590761502300608 0.568762755904382
"HNSC_Covars_8" 0.598395877217648 0.547539133774862 0.615462449114928 0.562406897867427
"HNSC_Genes and covars_9" 0.755917510267541 0.803100881014446 0.709957886418589 0.585250895365275
"HNSC_Genes_9" 0.742294298371894 0.750363866961358 0.698003988367947 0.700222455948751
"HNSC_Covars_9" 0.604409051783243 0.582123768425493 0.644181211316137 0.494082509638078
"HNSC_Genes and covars_10" 0.806595330923267 0.785020054793469 0.588693464641842 0.709993835925132
"HNSC_Genes_10" 0.794129395798266 0.774062483226098 0.614150024058517 0.755421300559398
"HNSC_Covars_10" 0.665664102808725 0.569327785140522 0.495182798484437 0.573468008356508
"HNSC_Genes and covars_11" 0.801342833934299 0.87960377422628 0.63635781922573 0.559583025719683
"HNSC_Genes_11" 0.810964948157459 0.86437023391079 0.581066364545683 0.64782979486809
"HNSC_Covars_11" 0.602980148412373 0.569476478746089 0.621106087641418 0.523529235641904
"HNSC_Genes and covars_12" 0.822586732458931 0.835261425490072 0.609034590787313 0.580726916632116
"HNSC_Genes_12" 0.831024716071809 0.847348097266259 0.612789216595168 0.582644426355542
"HNSC_Covars_12" 0.619498612021071 0.562278019528822 0.588940011579542 0.549045747988926
"HNSC_Genes and covars_13" 0.767542652840394 0.856311709922059 0.697247919009468 0.659922422775072
"HNSC_Genes_13" 0.747261137270501 0.847013002674647 0.729291410681356 0.700345922457456
"HNSC_Covars_13" 0.648432146359725 0.619271038915258 0.505212757149633 0.423768427093802
"HNSC_Genes and covars_14" 0.784383886506768 0.826456045394749 0.697908120816449 0.651117658158269
"HNSC_Genes_14" 0.771728715612999 0.807532242415788 0.668671680138115 0.680499034172142
"HNSC_Covars_14" 0.61639242198331 0.616238423879106 0.642905862149769 0.40856568749867
"HNSC_Genes and covars_15" 0.761342134411079 0.86145343023659 0.673332794644541 0.684623680236456
"HNSC_Genes_15" 0.715777862604367 0.850719133891382 0.694134068067686 0.723566471151905
"HNSC_Covars_15" 0.649349276288839 0.573055452448822 0.534705534925709 0.495664761290669
"HNSC_Genes and covars_16" 0.809421241754711 0.815130092224881 0.587558416494759 0.438516564577556
"HNSC_Genes_16" 0.796869036680448 0.822201704759315 0.598754642563076 0.562476454578156
"HNSC_Covars_16" 0.641702420315124 0.644827708650104 0.579467363177196 0.320266686461027
"HNSC_Genes and covars_17" 0.851413488552825 0.879341304380316 0.606270321929773 0.47908810441875
"HNSC_Genes_17" 0.834095576004191 0.894039183214907 0.5514519052302 0.416660600431649
"HNSC_Covars_17" 0.633433642432238 0.4980689433413 0.520955754830709 0.707897943252451
"HNSC_Genes and covars_18" 0.776032075953517 0.794296679873003 0.662289689434915 0.684399673613507
"HNSC_Genes_18" 0.771451782559213 0.822705327742362 0.660182510561777 0.612847200531908
"HNSC_Covars_18" 0.614366934094431 0.531968712330777 0.630388317112329 0.617496239045891
"HNSC_Genes and covars_19" 0.800175011207854 0.826933742470616 0.674023131950572 0.753323743984321
"HNSC_Genes_19" 0.777839932871793 0.841269558894892 0.6463746027117 0.726794541660578
"HNSC_Covars_19" 0.631925196345449 0.536084415974649 0.5357403806275 0.647517321992733
"HNSC_Genes and covars_20" 0.811887409222695 0.840698288709948 0.64010690053818 0.732382181738745
"HNSC_Genes_20" 0.788917854074855 0.851719614467114 0.717569595542649 0.739459136514747
"HNSC_Covars_20" 0.646637105031816 0.567671810600826 0.513420911676663 0.541160800856747
"HNSC_Genes and covars_21" 0.828380004387943 0.856146239593031 0.525983637771029 0.724564125055448
"HNSC_Genes_21" 0.812289390722014 0.886954639484632 0.529949681100401 0.588453743063259
"HNSC_Covars_21" 0.635540365951119 0.506865392405879 0.545596543165394 0.714751606836711
"HNSC_Genes and covars_22" 0.834321522215912 0.879568515183618 0.53645327076578 0.497023125416133
"HNSC_Genes_22" 0.834215849585264 0.883655795900306 0.491661751398502 0.537425891561412
"HNSC_Covars_22" 0.610213131548673 0.578264886766311 0.610996344864916 0.411459478319793
"HNSC_Genes and covars_23" 0.784864090224042 0.825014437372291 0.681637309172342 0.710101091065308
"HNSC_Genes_23" 0.759210058867603 0.819387414629671 0.673112681336234 0.688503397309072
"HNSC_Covars_23" 0.627818302404768 0.535115307356935 0.607629808352982 0.635519448050225
"HNSC_Genes and covars_24" 0.763715022035048 0.852139643464052 0.638563725911863 0.745223515828094
"HNSC_Genes_24" 0.743058054909162 0.874503779127348 0.571711644487515 0.653794597633349
"HNSC_Covars_24" 0.608236294861081 0.483756941267081 0.702363477862238 0.723695706216774
"HNSC_Genes and covars_25" 0.749729211282368 0.872769947190324 0.715823506782182 0.419317785197208
"HNSC_Genes_25" 0.748866933951529 0.87438147416302 0.629995062924193 0.484778980469977
"HNSC_Covars_25" 0.570119820124104 0.580995493265401 0.789200248372442 0.504923604902225
"HNSC_Genes and covars_26" 0.786627401930732 0.846984076688439 0.759161738208887 0.787840014471056
"HNSC_Genes_26" 0.778094127454143 0.851668494560631 0.705673286482668 0.823182915966326
"HNSC_Covars_26" 0.593730837553618 0.557889596649264 0.716281982611778 0.508794237713233
"HNSC_Genes and covars_27" 0.815549882146754 0.838610606974733 0.497011082548411 0.607230686497346
"HNSC_Genes_27" 0.797429073038046 0.828925666233833 0.532571920845073 0.653006486003112
"HNSC_Covars_27" 0.670409597040159 0.558614332447951 0.432159469985548 0.520990278788893
"HNSC_Genes and covars_28" 0.726590884666574 0.836492232028191 0.769916193898168 0.546388661124128
"HNSC_Genes_28" 0.728329274253034 0.850939828548981 0.741714983449055 0.568108881791431
"HNSC_Covars_28" 0.572472868511818 0.547465005838848 0.732269651055184 0.513671829886313
"HNSC_Genes and covars_29" 0.816884879739946 0.857408338663417 0.582258019610931 0.702927777362199
"HNSC_Genes_29" 0.812770653813001 0.865883706665617 0.556589089359997 0.689687454334271
"HNSC_Covars_29" 0.594462195330241 0.582621682405966 0.672992662238436 0.354690164189227
"HNSC_Genes and covars_30" 0.773813661260168 0.828212302003105 0.684861100182604 0.65673452974611
"HNSC_Genes_30" 0.764682966872839 0.812517947992924 0.638072791323201 0.67774374178501
"HNSC_Covars_30" 0.625471233313762 0.589643238773038 0.625483869047139 0.468527282940971
"KIRC_Genes and covars_1" 0.870979147225623 0.795184232045675 0.785008244153605 0.814521244507391
"KIRC_Genes_1" 0.795500109971374 0.754016710664105 0.626253171510356 0.67068937949092
"KIRC_Covars_1" 0.847581504702827 0.724586838047228 0.84931041468025 0.787848297853065
"KIRC_Genes and covars_2" 0.884536751938459 0.81608880927053 0.868589212272671 0.712438966776019
"KIRC_Genes_2" 0.76606104946915 0.763986668841412 0.775927536032191 0.675170266733325
"KIRC_Covars_2" 0.836487989236533 0.741993358205966 0.861411305908373 0.728985775654792
"KIRC_Genes and covars_3" 0.857040002415812 0.824178893216708 0.886516239451161 0.739715708907303
"KIRC_Genes_3" 0.749621081123976 0.761026519755375 0.719464129647727 0.709119226963714
"KIRC_Covars_3" 0.831645551010745 0.755810615396424 0.888967663920125 0.688146759189604
"KIRC_Genes and covars_4" 0.884943140726768 0.844299145481865 0.830330055187755 0.668961956479636
"KIRC_Genes_4" 0.796889150724348 0.76366244163876 0.644172732264713 0.681437996810637
"KIRC_Covars_4" 0.831269776137587 0.759365515925473 0.909241229457555 0.667321855963922
"KIRC_Genes and covars_5" 0.87557003861204 0.827379727768474 0.742967335241994 0.767099885738994
"KIRC_Genes_5" 0.776994752795134 0.801136351139616 0.648894182214637 0.632962214538922
"KIRC_Covars_5" 0.839274232750683 0.711162705218015 0.861858442999973 0.82796079843645
"KIRC_Genes and covars_6" 0.874505154376434 0.815652570136019 0.777379397808438 0.769060539040918
"KIRC_Genes_6" 0.757873171933109 0.770041857201725 0.657171385261857 0.701836307654608
"KIRC_Covars_6" 0.854446627201774 0.727131838732168 0.83322432172069 0.758849830238914
"KIRC_Genes and covars_7" 0.905276712439993 0.83955996007175 0.78118188165543 0.699129170042063
"KIRC_Genes_7" 0.808279454911895 0.757919605570763 0.628530087210597 0.686698450413424
"KIRC_Covars_7" 0.851902632695431 0.750370376070887 0.831077483539268 0.70139000260727
"KIRC_Genes and covars_8" 0.888330737182045 0.83521129418005 0.781852483741753 0.631793060697972
"KIRC_Genes_8" 0.80392108105787 0.773911857644921 0.626116292883942 0.647112902439289
"KIRC_Covars_8" 0.850407683931672 0.748042888753123 0.839630209181527 0.69647114600947
"KIRC_Genes and covars_9" 0.888510503349928 0.838236113842613 0.80615456104083 0.7204302957713
"KIRC_Genes_9" 0.792929606708931 0.796844305384393 0.642954724842079 0.63086837552875
"KIRC_Covars_9" 0.840623802225761 0.723126981322927 0.852672705679787 0.775014606255963
"KIRC_Genes and covars_10" 0.908588671054464 0.811012861263513 0.766849362119314 0.747575140567549
"KIRC_Genes_10" 0.774133188336193 0.744907748478366 0.73959241550427 0.736254878079097
"KIRC_Covars_10" 0.874539854393866 0.738025472205792 0.771498004213069 0.726327268928723
"KIRC_Genes and covars_11" 0.88140784054131 0.818321501456114 0.698394558533034 0.682143414919925
"KIRC_Genes_11" 0.792947197000659 0.777698030435995 0.580670486640489 0.59126116788142
"KIRC_Covars_11" 0.843969683127554 0.730144134090783 0.854680403061884 0.756774579976781
"KIRC_Genes and covars_12" 0.880899764946758 0.818303769529878 0.7732412901326 0.68708640921814
"KIRC_Genes_12" 0.80159290611726 0.768306556459181 0.618818504182788 0.631010616592539
"KIRC_Covars_12" 0.857350943427894 0.754752044671699 0.834576222960874 0.683814695073149
"KIRC_Genes and covars_13" 0.886457094392917 0.844619219475731 0.805465950296483 0.690668223500531
"KIRC_Genes_13" 0.731984140972191 0.761751901797893 0.751699098010492 0.684243467621199
"KIRC_Covars_13" 0.869994799528854 0.76567039204798 0.738595879479987 0.635610010426617
"KIRC_Genes and covars_14" 0.886589662039712 0.852432662381077 0.798472369540889 0.63585598108463
"KIRC_Genes_14" 0.768939316100894 0.779456139715809 0.670448483209183 0.583718210780728
"KIRC_Covars_14" 0.844318549289578 0.748875427911851 0.87255412963353 0.721787955895874
"KIRC_Genes and covars_15" 0.879258163421001 0.811468761743295 0.81671130659742 0.776722218008941
"KIRC_Genes_15" 0.774481359191803 0.770010221290462 0.65924003154593 0.69102384345149
"KIRC_Covars_15" 0.831146635682551 0.729866571071989 0.891847304160467 0.762727019564713
"KIRC_Genes and covars_16" 0.889991846418297 0.807786628487484 0.717096567876778 0.714193733757393
"KIRC_Genes_16" 0.775249812594118 0.760887996990759 0.667408642765106 0.657979931160956
"KIRC_Covars_16" 0.863661706853298 0.737856655470695 0.802216941008353 0.73976328293642
"KIRC_Genes and covars_17" 0.870245183083773 0.819967644403904 0.809030802631102 0.761259832962424
"KIRC_Genes_17" 0.785909431268996 0.771191559287739 0.685012489280058 0.664410564627202
"KIRC_Covars_17" 0.833668642750099 0.719426562987976 0.874382966725688 0.795879417516432
"KIRC_Genes and covars_18" 0.868098320424667 0.824028975657623 0.838700676024603 0.749662361118408
"KIRC_Genes_18" 0.767645564336588 0.755932583639063 0.716128661116874 0.687531548698208
"KIRC_Covars_18" 0.826393256504033 0.726750433559324 0.885283690692432 0.772484117584222
"KIRC_Genes and covars_19" 0.852818834442759 0.799251492686235 0.899613508474138 0.820443027972453
"KIRC_Genes_19" 0.761683359869785 0.738249408698001 0.747181472702542 0.816728324216038
"KIRC_Covars_19" 0.828636028386803 0.725347325561762 0.935693625483836 0.787043013850765
"KIRC_Genes and covars_20" 0.895537303536029 0.831559853787139 0.755538260489311 0.68365089772303
"KIRC_Genes_20" 0.790004083963277 0.786830196245869 0.658978420421666 0.589822509041333
"KIRC_Covars_20" 0.854940078154302 0.739379191206666 0.811578154282955 0.736025514289767
"KIRC_Genes and covars_21" 0.886140673848405 0.833251749037781 0.790799378924347 0.717620637663672
"KIRC_Genes_21" 0.763436175781673 0.74199970149787 0.722199398971052 0.685237314719091
"KIRC_Covars_21" 0.854158874207694 0.740247959832099 0.823385462611344 0.727222403014001
"KIRC_Genes and covars_22" 0.870837974092675 0.830898804058496 0.750852802192755 0.715721468502352
"KIRC_Genes_22" 0.798289060560962 0.805021677642601 0.54032403167115 0.59492124045078
"KIRC_Covars_22" 0.829112031680076 0.724953539038383 0.899274549681777 0.780582176583779
"KIRC_Genes and covars_23" 0.893855650929092 0.815113964691867 0.699587686614483 0.698869074640444
"KIRC_Genes_23" 0.811296981393887 0.76638066985188 0.544628859499783 0.623229151545037
"KIRC_Covars_23" 0.851794447025231 0.748257765006764 0.795302211236974 0.686152618519081
"KIRC_Genes and covars_24" 0.883829982814476 0.849639264024543 0.869510272769434 0.70536957480162
"KIRC_Genes_24" 0.784078253315558 0.794128876794641 0.747526374231263 0.617634662519071
"KIRC_Covars_24" 0.833255667165687 0.735673232583212 0.892199844047325 0.749101655410556
"KIRC_Genes and covars_25" 0.891862779784269 0.817095605723263 0.8093494316527 0.68983687502433
"KIRC_Genes_25" 0.81489677853976 0.754819986687624 0.653160554333726 0.607704466387102
"KIRC_Covars_25" 0.861379783396015 0.739758972626382 0.812829922800474 0.73180440091871
"KIRC_Genes and covars_26" 0.852275099779449 0.818307641929823 0.896362411198488 0.788929315424357
"KIRC_Genes_26" 0.742001172131139 0.7605542170891 0.762950904829076 0.688176252024176
"KIRC_Covars_26" 0.825110992326396 0.702358104413333 0.904656934018766 0.837784215584412
"KIRC_Genes and covars_27" 0.894759774621639 0.836685219017034 0.766957031833831 0.635404907660877
"KIRC_Genes_27" 0.788258295518757 0.76435100388695 0.646722168975355 0.583735797148533
"KIRC_Covars_27" 0.847475725058182 0.746955771517071 0.837153336072114 0.706730775554517
"KIRC_Genes and covars_28" 0.887217642557988 0.816515364443052 0.807040381891655 0.757782636018787
"KIRC_Genes_28" 0.774552900876178 0.752100044523847 0.684509129410986 0.700678812231796
"KIRC_Covars_28" 0.869890232487772 0.716198327640666 0.778513641076003 0.777525940368769
"KIRC_Genes and covars_29" 0.86706014780274 0.840021935788332 0.839399739538171 0.70320106797252
"KIRC_Genes_29" 0.743781920516945 0.760881280719999 0.759898536183386 0.601647104039256
"KIRC_Covars_29" 0.849503383924642 0.756281178071313 0.830137460295314 0.64781865958732
"KIRC_Genes and covars_30" 0.88667539670301 0.832216462601156 0.799529477221786 0.687511258985076
"KIRC_Genes_30" 0.800446453606925 0.754644952801053 0.623804058731044 0.662548056707009
"KIRC_Covars_30" 0.834898832642497 0.749310722067195 0.860853411877744 0.69869841909183
"KIRP_Genes and covars_1" 0.982852689901018 0.698219559274266 0.940048494062425 0.607211966376603
"KIRP_Genes_1" 0.801765551515785 0.65907668887319 0.812199028864378 0.495990735547611
"KIRP_Covars_1" 0.968105751033819 0.652046243035335 0.962962962962963 0.645353627060178
"KIRP_Genes and covars_2" 0.969120548767613 0.777476006699172 0.944997880457821 0.614871529586541
"KIRP_Genes_2" 0.714583527134953 0.730886210550211 0.771725307333616 0.468083772259844
"KIRP_Covars_2" 0.990984239434712 0.571405452038774 0.914582450190759 0.797199672975632
"KIRP_Genes and covars_3" 0.970966629353916 0.623338587979895 0.872549019607843 0.858490566037736
"KIRP_Genes_3" 0.939191527567159 0.56994292746175 0.745098039215686 0.751572327044025
"KIRP_Covars_3" 0.966668885728944 0.632442159421041 1 0.867007337526205
"KIRP_Genes and covars_4" 0.997279975203771 0.594188615371609 0.904975124378109 0.562110001552233
"KIRP_Genes_4" 0.900883713370971 0.613044288626228 0.615422885572139 0.360226625963678
"KIRP_Covars_4" 0.986954695708872 0.602372362197416 0.951243781094527 0.768168882909919
"KIRP_Genes and covars_5" 0.975921670084207 0.802567117293444 0.924458661417323 0.456119579695131
"KIRP_Genes_5" 0.791224703988033 0.722510567026821 0.706446850393701 0.270550704619078
"KIRP_Covars_5" 0.947860347019882 0.665436730906549 1 0.663312120763653
"KIRP_Genes and covars_6" 0.978377491100031 0.712906603804997 0.866233893097232 0.419121502648266
"KIRP_Genes_6" 0.8781073676745 0.642766969866701 0.657534611525038 0.336894789214977
"KIRP_Covars_6" 0.978077384574912 0.671045326889671 0.98109797792322 0.774551682645655
"KIRP_Genes and covars_7" 0.9618695246013 0.669264787281983 1 0.400516795865633
"KIRP_Genes_7" 0.873738566482609 0.702786215819745 1 0.400516795865633
"KIRP_Covars_7" 0.967224488507804 0.608004997251595 1 1
"KIRP_Genes and covars_8" 0.988683814974585 0.761239778409083 0.983582089552239 0.487777752122346
"KIRP_Genes_8" 0.846200481910884 0.669241225522407 0.750746268656716 0.517217360517829
"KIRP_Covars_8" 0.947267149305743 0.681877438964771 0.966666666666667 0.402075781015493
"KIRP_Genes and covars_9" 0.937730221944309 0.714238630738615 0.920935885749012 0.374328457339878
"KIRP_Genes_9" 0.631006709824242 0.608893497447717 0.454633849893649 0.245775085780824
"KIRP_Covars_9" 0.937392438527036 0.652571136878122 0.994165907019143 0.502694617292987
"KIRP_Genes and covars_10" 0.965514627653872 0.90005871560307 0.90625 0.081850982954208
"KIRP_Genes_10" 0.944287465649657 0.873374443121623 0.75 0.129625230147889
"KIRP_Covars_10" 0.958986251328493 0.740045832828638 1 0.462583757633351
"KIRP_Genes and covars_11" 0.981452118761734 0.766418218255176 0.983076923076923 0.681267038816046
"KIRP_Genes_11" 0.87519112080098 0.754252396219772 0.763589743589744 0.48912761261846
"KIRP_Covars_11" 0.980114928069277 0.674693362929838 0.966666666666667 0.827352979358691
"KIRP_Genes and covars_12" 0.928680667366551 0.68542585921912 0.935483870967742 0.420894450325117
"KIRP_Genes_12" 0.87534100716105 0.619765765231972 0.32258064516129 0.470437017994859
"KIRP_Covars_12" 0.906508828876046 0.647304793105923 0.967741935483871 0.533097686375321
"KIRP_Genes and covars_13" 0.863369629495415 0.679308288784505 0.984848484848485 0.566032887975334
"KIRP_Genes_13" 0.645374342709317 0.574740871408516 0.606060606060606 0.327963715983735
"KIRP_Covars_13" 0.964970717325579 0.730799346694823 1 0.58751508110282
"KIRP_Genes and covars_14" 0.990346111467778 0.626573348513109 1 0.593955642213015
"KIRP_Genes_14" 0.819058575499344 0.524696503141498 0.885908018867924 0.572386058981233
"KIRP_Covars_14" 0.935899025895971 0.630571922278762 0.979068396226415 0.593102607847916
"KIRP_Genes and covars_15" 1 0.858000809697666 0.625986842105263 0.478374436488995
"KIRP_Genes_15" 1 0.829909411643254 0.621710526315789 0.455383187483426
"KIRP_Covars_15" 0.971987464472781 0.653842149223648 0.96875 0.695704057279236
"KIRP_Genes and covars_16" 0.986665224264462 0.58021501759145 0.928650035777519 0.663516447137974
"KIRP_Genes_16" 0.811964726286733 0.746829821381562 0.77636542795714 0.546563312336011
"KIRP_Covars_16" 0.98820557023161 0.568172324462526 0.957328501861212 0.802002187081397
"KIRP_Genes and covars_17" 0.975138472570691 0.673376488507829 0.971171171171171 0.720865679725582
"KIRP_Genes_17" 0.920615751284383 0.618901569193785 0.769369369369369 0.612542877775772
"KIRP_Covars_17" 0.961111639818775 0.672850842962269 1 0.573952879581152
"KIRP_Genes and covars_18" 0.934487757997128 0.762153923656158 0.787109526971148 0.359876618222477
"KIRP_Genes_18" 0.863927990361573 0.774805294187639 0.695215897310457 0.366306920901228
"KIRP_Covars_18" 0.981947321150439 0.584098239485443 0.966115246182339 0.704575250713088
"KIRP_Genes and covars_19" 0.980534551120993 0.79388793644158 0.78125 0.43923977144254
"KIRP_Genes_19" 0.815891981527192 0.71884048647999 0.5 0.468328902740856
"KIRP_Covars_19" 0.989001673316587 0.702960267524008 0.875 0.477440645338711
"KIRP_Genes and covars_20" 0.942979409442149 0.700721637266876 0.973402636390264 0.503777259775107
"KIRP_Genes_20" 0.891115134244697 0.706241750972179 0.709212183798238 0.325521296300623
"KIRP_Covars_20" 0.917727105585415 0.656256931368023 1 0.452826989168559
"KIRP_Genes and covars_21" 0.997298230904495 0.61990673464425 0.603988603988604 0.44513707932029
"KIRP_Genes_21" 0.917114905865743 0.580196862158423 0.541310541310541 0.527888551369354
"KIRP_Covars_21" 0.972982309044954 0.567423551058304 0.484330484330484 0.561869250370712
"KIRP_Genes and covars_22" 0.587612882564974 0.72978331049849 0.660903620212055 0.508374606033318
"KIRP_Genes_22" 0.696771323611346 0.739571593396323 0.696437100009552 0.688713792585922
"KIRP_Covars_22" 0.307596180021286 0.609571304455038 0.529467953004107 0.394912201710941
"KIRP_Genes and covars_23" 0.974997367561946 0.745798991071727 NA 0.75
"KIRP_Genes_23" 0.722788260842782 0.717216370365792 NA 0.438701923076923
"KIRP_Covars_23" 0.96828089577331 0.630673465517262 NA 0.823317307692308
"KIRP_Genes and covars_24" 0.953637536082499 0.721654615001082 0.822636036663186 0.307090976174515
"KIRP_Genes_24" 0.913572350083277 0.698566038703603 0.537243299686739 0.279536025528771
"KIRP_Covars_24" 0.966282182129134 0.700798023336918 0.961538461538462 0.640545692874928
"KIRP_Genes and covars_25" 0.986292195209351 0.721180445783579 NA 0.195081967213115
"KIRP_Genes_25" 0.906344764075383 0.692827348550764 NA 0.29672131147541
"KIRP_Covars_25" 0.946646492663211 0.72700523463823 NA 0.216393442622951
"KIRP_Genes and covars_26" 0.972803835504 0.780167241198831 0.984375 0.601478250333212
"KIRP_Genes_26" 0.819317012073106 0.764130098626023 0.71875 0.653437710962248
"KIRP_Covars_26" 0.95599854702204 0.682115593691779 1 0.553495698533866
"KIRP_Genes and covars_27" 0.986226356117039 0.803017755854639 0.985867074102368 0.509773759444131
"KIRP_Genes_27" 0.793576444697816 0.619221563040463 0.74331550802139 0.615945668780478
"KIRP_Covars_27" 0.954361148971121 0.635403176224717 0.970588235294118 0.649159707833658
"KIRP_Genes and covars_28" 0.981000833349109 0.737126518882536 0.898126463700234 0.304818092428712
"KIRP_Genes_28" 0.874475853778585 0.706273887929879 0.770491803278688 0.303975277426605
"KIRP_Covars_28" 0.957620865200162 0.617492314707037 0.993266978922717 0.647843798286276
"KIRP_Genes and covars_29" 0.961048886893363 0.687258213574005 0.96551724137931 1
"KIRP_Genes_29" 0.909491011724468 0.701290512367918 0.620689655172414 0.75
"KIRP_Covars_29" 0.950416737245855 0.603700180173003 1 0.905882352941176
"KIRP_Genes and covars_30" 0.962759268673826 0.656433352336404 0.91471941936626 0.470384410947639
"KIRP_Genes_30" 0.79160534563004 0.466456391183303 0.454129049389272 0.329121160152842
"KIRP_Covars_30" 0.964242788489435 0.659074297831288 0.932919543281997 0.521149873133355
"LIHC_Genes and covars_1" 0.919353430254499 0.871583365687604 0.448429184052838 0.483996391420828
"LIHC_Genes_1" 0.921199311302116 0.870976434872017 0.458177811157308 0.476917457978212
"LIHC_Covars_1" 0.554456747700632 0.577240687351345 0.664360629618157 0.593224335815041
"LIHC_Genes and covars_2" 0.795158577102086 0.758576534137788 0.614215538808678 0.734119875937461
"LIHC_Genes_2" 0.792079005380447 0.76565752251179 0.629607143597331 0.730701679724284
"LIHC_Covars_2" 0.533192075590022 0.555812906817883 0.731123836836073 0.687257053122602
"LIHC_Genes and covars_3" 0.815560863857042 0.878559880135628 0.570057423409005 0.555411145745812
"LIHC_Genes_3" 0.800707840712416 0.857626597906217 0.547274122249484 0.509367312572794
"LIHC_Covars_3" 0.567944204677292 0.604503873404041 0.676329665259296 0.590041335837783
"LIHC_Genes and covars_4" 0.7911067310681 0.755671157727945 0.702249830963896 0.784052125042737
"LIHC_Genes_4" 0.760242018462172 0.775096092115764 0.756619692305724 0.738053135868131
"LIHC_Covars_4" 0.636896055282999 0.539773512072669 0.579428811335515 0.656762592062106
"LIHC_Genes and covars_5" 0.773154723188772 0.849598447943142 0.584727671972863 0.409888691220799
"LIHC_Genes_5" 0.773206514579568 0.840339489204802 0.630742176284812 0.394341156731515
"LIHC_Covars_5" 0.578237783095779 0.601820246172852 0.525880998713327 0.645267953892428
"LIHC_Genes and covars_6" 0.852216886260305 0.83134338678846 0.607850139845418 0.548893460180031
"LIHC_Genes_6" 0.844885823598316 0.847662955776772 0.573426363116899 0.603580045113011
"LIHC_Covars_6" 0.590748527506086 0.590128764392842 0.72585974857899 0.649219317809305
"LIHC_Genes and covars_7" 0.812311854879307 0.840757339717061 0.801837769328264 0.539586070326159
"LIHC_Genes_7" 0.804006830765501 0.821787292482326 0.804457118715674 0.549279226573998
"LIHC_Covars_7" 0.57275467551267 0.692137917858327 0.531516687790452 0.340721592992277
"LIHC_Genes and covars_8" 0.794343594910487 0.832960514352926 0.576149648656989 0.44128817030841
"LIHC_Genes_8" 0.801503748066135 0.815889767826323 0.582334037028429 0.467670745933563
"LIHC_Covars_8" 0.607884845420264 0.598216586417728 0.640438033077848 0.476294174634636
"LIHC_Genes and covars_9" 0.784825650688761 0.850964984235966 0.551056565302054 0.507485932953762
"LIHC_Genes_9" 0.758464425632619 0.860008126521843 0.555174632396589 0.493043049758156
"LIHC_Covars_9" 0.6306963338078 0.596860912018512 0.618364077118756 0.529838822106188
"LIHC_Genes and covars_10" 0.82107758865561 0.869305760887157 0.559189206612271 0.652772477626662
"LIHC_Genes_10" 0.800419847142146 0.856758144958519 0.612070216578176 0.652361485450065
"LIHC_Covars_10" 0.714141786098597 0.58755892832844 0.339651788465453 0.542369780606594
"LIHC_Genes and covars_11" 0.790025695100592 0.860112508242134 0.58206653290587 0.634689784568025
"LIHC_Genes_11" 0.794035134103055 0.877378720285272 0.615211601488029 0.537692003984165
"LIHC_Covars_11" 0.601225209624908 0.549832140873907 0.452324510356941 0.818899016692838
